DexNr,Name,japName,Type,Classification,Height,Weight,Pic,PicShiny
78,Rapidash,ギャロップ,Fire,Fire Horse,1.70000004768372,95.0,https://serebii.net/sunmoon/pokemon/078.png,https://serebii.net/Shiny/SM/078.png
79,Slowpoke,ヤドン,Water/Psychic,Dopey,1.20000004768372,36.0,https://serebii.net/sunmoon/pokemon/079.png,https://serebii.net/Shiny/SM/079.png
80,Slowbro,ヤドラン,Water/Psychic,Hermit Crab,1.60000002384186,78.5,https://serebii.net/sunmoon/pokemon/080.png,https://serebii.net/Shiny/SM/080.png
81,Magnemite,コイル,Electric/Steel,Magnet,0.300000011920929,6.0,https://serebii.net/sunmoon/pokemon/081.png,https://serebii.net/Shiny/SM/081.png
82,Magneton,レアコイル,Electric/Steel,Magnet,1.0,60.0,https://serebii.net/sunmoon/pokemon/082.png,https://serebii.net/Shiny/SM/082.png
83,Farfetch'd,カモネギ,Normal/Flying,Wild Duck,0.800000011920929,15.0,https://serebii.net/sunmoon/pokemon/083.png,https://serebii.net/Shiny/SM/083.png
84,Doduo,ドードー,Normal/Flying,Twin Bird,1.39999997615814,39.2000007629395,https://serebii.net/sunmoon/pokemon/084.png,https://serebii.net/Shiny/SM/084.png
85,Dodrio,ドードリオ,Normal/Flying,Triple Bird,1.79999995231628,85.1999969482422,https://serebii.net/sunmoon/pokemon/085.png,https://serebii.net/Shiny/SM/085.png
86,Seel,パウワウ,Water,Sea Lion,1.10000002384186,90.0,https://serebii.net/sunmoon/pokemon/086.png,https://serebii.net/Shiny/SM/086.png
87,Dewgong,ジュゴン,Water/Ice,Sea Lion,1.70000004768372,120.0,https://serebii.net/sunmoon/pokemon/087.png,https://serebii.net/Shiny/SM/087.png
88,Grimer,ベトベター,Poison,Sludge,0.899999976158142,30.0,https://serebii.net/sunmoon/pokemon/088.png,https://serebii.net/Shiny/SM/088.png
89,Muk,ベトベトン,Poison,Sludge,1.20000004768372,30.0,https://serebii.net/sunmoon/pokemon/089.png,https://serebii.net/Shiny/SM/089.png
90,Shellder,シェルダー,Water,Bivalve,0.300000011920929,4.0,https://serebii.net/sunmoon/pokemon/090.png,https://serebii.net/Shiny/SM/090.png
91,Cloyster,パルシェン,Water/Ice,Bivalve,1.5,132.5,https://serebii.net/sunmoon/pokemon/091.png,https://serebii.net/Shiny/SM/091.png
92,Gastly,ゴース,Ghost/Poison,Gas,1.29999995231628,0.100000001490116,https://serebii.net/sunmoon/pokemon/092.png,https://serebii.net/Shiny/SM/092.png
93,Haunter,ゴースト,Ghost/Poison,Gas,1.60000002384186,0.100000001490116,https://serebii.net/sunmoon/pokemon/093.png,https://serebii.net/Shiny/SM/093.png
94,Gengar,ゲンガー,Ghost/Poison,Shadow,1.5,40.5,https://serebii.net/sunmoon/pokemon/094.png,https://serebii.net/Shiny/SM/094.png
95,Onix,イワーク,Rock/Ground,Rock Snake,8.80000019073486,210.0,https://serebii.net/sunmoon/pokemon/095.png,https://serebii.net/Shiny/SM/095.png
96,Drowzee,スリープ,Psychic,Hypnosis,1.0,32.4000015258789,https://serebii.net/sunmoon/pokemon/096.png,https://serebii.net/Shiny/SM/096.png
97,Hypno,スリーパー,Psychic,Hypnosis,1.60000002384186,75.5999984741211,https://serebii.net/sunmoon/pokemon/097.png,https://serebii.net/Shiny/SM/097.png
98,Krabby,クラブ,Water,River Crab,0.400000005960465,6.5,https://serebii.net/sunmoon/pokemon/098.png,https://serebii.net/Shiny/SM/098.png
99,Kingler,キングラー,Water,Pincer,1.29999995231628,60.0,https://serebii.net/sunmoon/pokemon/099.png,https://serebii.net/Shiny/SM/099.png
100,Voltorb,ビリリダマ,Electric,Ball,0.5,10.3999996185303,https://serebii.net/sunmoon/pokemon/100.png,https://serebii.net/Shiny/SM/100.png
101,Electrode,マルマイン,Electric,Ball,1.20000004768372,66.5999984741211,https://serebii.net/sunmoon/pokemon/101.png,https://serebii.net/Shiny/SM/101.png
102,Exeggcute,タマタマ,Grass/Psychic,Egg,0.400000005960465,2.5,https://serebii.net/sunmoon/pokemon/102.png,https://serebii.net/Shiny/SM/102.png
103,Exeggutor,ナッシー,Grass/Psychic,Coconut,2.0,120.0,https://serebii.net/sunmoon/pokemon/103.png,https://serebii.net/Shiny/SM/103.png
104,Cubone,カラカラ,Ground,Lonely,0.400000005960465,6.5,https://serebii.net/sunmoon/pokemon/104.png,https://serebii.net/Shiny/SM/104.png
105,Marowak,ガラガラ,Ground,Bone Keeper,1.0,45.0,https://serebii.net/sunmoon/pokemon/105.png,https://serebii.net/Shiny/SM/105.png
106,Hitmonlee,サワムラー,Fighting,Kicking,1.5,49.7999992370606,https://serebii.net/sunmoon/pokemon/106.png,https://serebii.net/Shiny/SM/106.png
107,Hitmonchan,エビワラー,Fighting,Punching,1.39999997615814,50.2000007629395,https://serebii.net/sunmoon/pokemon/107.png,https://serebii.net/Shiny/SM/107.png
108,Lickitung,ベロリンガ,Normal,Licking,1.20000004768372,65.5,https://serebii.net/sunmoon/pokemon/108.png,https://serebii.net/Shiny/SM/108.png
109,Koffing,ドガース,Poison,Poison Gas,0.600000023841858,1.0,https://serebii.net/sunmoon/pokemon/109.png,https://serebii.net/Shiny/SM/109.png
110,Weezing,マタドガス,Poison,Poison Gas,1.20000004768372,9.5,https://serebii.net/sunmoon/pokemon/110.png,https://serebii.net/Shiny/SM/110.png
111,Rhyhorn,サイホーン,Ground/Rock,Spikes,1.0,115.0,https://serebii.net/sunmoon/pokemon/112.png,https://serebii.net/Shiny/SM/111.png
112,Rhydon,サイドン,Ground/Rock,Drill,1.89999997615814,120.0,https://serebii.net/sunmoon/pokemon/112.png,https://serebii.net/Shiny/SM/112.png
113,Chansey,ラッキー,Normal,Egg,1.10000002384186,34.5999984741211,https://serebii.net/sunmoon/pokemon/113.png,https://serebii.net/Shiny/SM/113.png
114,Tangela,モンジャラ,Grass,Vine,1.0,35.0,https://serebii.net/sunmoon/pokemon/114.png,https://serebii.net/Shiny/SM/114.png
115,Kangaskhan,ガルーラ,Normal,Parent,2.20000004768372,80.0,https://serebii.net/sunmoon/pokemon/115.png,https://serebii.net/Shiny/SM/115.png
116,Horsea,タッツー,Water,Dragon,0.400000005960465,8.0,https://serebii.net/sunmoon/pokemon/116.png,https://serebii.net/Shiny/SM/116.png
117,Seadra,シードラ,Water,Dragon,1.20000004768372,25.0,https://serebii.net/sunmoon/pokemon/117.png,https://serebii.net/Shiny/SM/117.png
118,Goldeen,トサキント,Water,Goldfish,0.600000023841858,15.0,https://serebii.net/sunmoon/pokemon/118.png,https://serebii.net/Shiny/SM/118.png
119,Seaking,アズマオウ,Water,Goldfish,1.29999995231628,39.0,https://serebii.net/sunmoon/pokemon/119.png,https://serebii.net/Shiny/SM/119.png
120,Staryu,ヒトデマン,Water,Starshape,0.800000011920929,34.5,https://serebii.net/sunmoon/pokemon/120.png,https://serebii.net/Shiny/SM/120.png
121,Starmie,スターミー,Water,Mysterious,1.10000002384186,80.0,https://serebii.net/sunmoon/pokemon/121.png,https://serebii.net/Shiny/SM/121.png
122,Mr. Mime,バリヤード,Psychic/Fairy,Barrier,1.29999995231628,54.5,https://serebii.net/sunmoon/pokemon/122.png,https://serebii.net/Shiny/SM/122.png
123,Scyther,ストライク,Bug/Flying,Mantis,1.5,56.0,https://serebii.net/sunmoon/pokemon/123.png,https://serebii.net/Shiny/SM/123.png
124,Jynx,ルージュラ,Ice/Psychic,Humanshape,1.39999997615814,40.5999984741211,https://serebii.net/sunmoon/pokemon/124.png,https://serebii.net/Shiny/SM/124.png
125,Electabuzz,エレブー,Electric,Electric,1.10000002384186,30.0,https://serebii.net/sunmoon/pokemon/125.png,https://serebii.net/Shiny/SM/125.png
126,Magmar,ブーバー,Fire,Spitfire,1.29999995231628,44.5,https://serebii.net/sunmoon/pokemon/126.png,https://serebii.net/Shiny/SM/126.png
127,Pinsir,カイロス,Bug,Stagbeetle,1.5,55.0,https://serebii.net/sunmoon/pokemon/127.png,https://serebii.net/Shiny/SM/127.png
128,Tauros,ケンタロス,Normal,Wild Bull,1.39999997615814,88.4000015258789,https://serebii.net/sunmoon/pokemon/128.png,https://serebii.net/Shiny/SM/128.png
129,Magikarp,コイキング,Water,Fish,0.899999976158142,10.0,https://serebii.net/sunmoon/pokemon/129.png,https://serebii.net/Shiny/SM/129.png
130,Gyarados,ギャラドス,Water/Flying,Atrocious,6.5,235.0,https://serebii.net/sunmoon/pokemon/130.png,https://serebii.net/Shiny/SM/130.png
131,Lapras,ラプラス,Water/Ice,Transport,2.5,220.0,https://serebii.net/sunmoon/pokemon/131.png,https://serebii.net/Shiny/SM/131.png
132,Ditto,メタモン,Normal,Transform,0.300000011920929,4.0,https://serebii.net/sunmoon/pokemon/132.png,https://serebii.net/Shiny/SM/132.png
133,Eevee,イーブイ,Normal,Evolution,0.300000011920929,6.5,https://serebii.net/sunmoon/pokemon/133.png,https://serebii.net/Shiny/SM/133.png
134,Vaporeon,シャワーズ,Water,Bubble Jet,1.0,29.0,https://serebii.net/sunmoon/pokemon/134.png,https://serebii.net/Shiny/SM/134.png
135,Jolteon,サンダース,Electric,Lightning,0.800000011920929,24.5,https://serebii.net/sunmoon/pokemon/135.png,https://serebii.net/Shiny/SM/135.png
136,Flareon,ブースター,Fire,Flame,0.899999976158142,25.0,https://serebii.net/sunmoon/pokemon/136.png,https://serebii.net/Shiny/SM/136.png
137,Porygon,ポリゴン,Normal,Virtual,0.800000011920929,36.5,https://serebii.net/sunmoon/pokemon/137.png,https://serebii.net/Shiny/SM/137.png
138,Omanyte,オムナイト,Rock/water,Spiral,0.400000005960465,7.5,https://serebii.net/sunmoon/pokemon/138.png,https://serebii.net/Shiny/SM/138.png
139,Omastar,オムスター,Rock/Water,Spiral,1.0,35.0,https://serebii.net/sunmoon/pokemon/139.png,https://serebii.net/Shiny/SM/139.png
140,Kabuto,カブト,Rock/Water,Shellfish,0.5,11.5,https://serebii.net/sunmoon/pokemon/140.png,https://serebii.net/Shiny/SM/140.png
141,Kabutops,カブトプス,Rock/Water,Shellfish,1.29999995231628,40.5,https://serebii.net/sunmoon/pokemon/141.png,https://serebii.net/Shiny/SM/141.png
142,Aerodactyl,プテラ,Rock/Flying,Fossil,1.79999995231628,59.0,https://serebii.net/sunmoon/pokemon/142.png,https://serebii.net/Shiny/SM/142.png
143,Snorlax,カビゴン,Normal,Sleeping,2.09999990463257,460.0,https://serebii.net/sunmoon/pokemon/143.png,https://serebii.net/Shiny/SM/143.png
144,Articuno,フリーザー,Ice/Flying,Freeze,1.70000004768372,55.4000015258789,https://serebii.net/sunmoon/pokemon/144.png,https://serebii.net/Shiny/SM/144.png
145,Zapdos,サンダー,Electric/Flying,Electric,1.60000002384186,52.5999984741211,https://serebii.net/sunmoon/pokemon/145.png,https://serebii.net/Shiny/SM/145.png
146,Moltres,ファイヤー,Fir/Flying,Flame,2.0,60.0,https://serebii.net/sunmoon/pokemon/146.png,https://serebii.net/Shiny/SM/146.png
147,Dratini,ミニリュウ,Dragon,Dragon,1.79999995231628,3.29999995231628,https://serebii.net/sunmoon/pokemon/147.png,https://serebii.net/Shiny/SM/147.png
148,Dragonair,ハクリュー,Dragon,Dragon,4.0,16.5,https://serebii.net/sunmoon/pokemon/148.png,https://serebii.net/Shiny/SM/148.png
149,Dragonite,カイリュー,Dragon/Flying,Dragon,2.20000004768372,210.0,https://serebii.net/sunmoon/pokemon/149.png,https://serebii.net/Shiny/SM/149.png
150,Mewtwo,ミュウツー,Psychic,Genetic,2.0,122.0,https://serebii.net/sunmoon/pokemon/150.png,https://serebii.net/Shiny/SM/150.png
151,Mew,ミュウ,Psychic,New Species,0.400000005960465,4.0,https://serebii.net/sunmoon/pokemon/151.png,https://serebii.net/Shiny/SM/151.png
152,Chikorita,チコリータ,Grass,Leaf,0.899999976158142,6.40000009536743,https://serebii.net/sunmoon/pokemon/152.png,https://serebii.net/Shiny/SM/152.png
153,Bayleef,ベイリーフ,Grass,Leaf,1.20000004768372,15.8000001907349,https://serebii.net/sunmoon/pokemon/153.png,https://serebii.net/Shiny/SM/153.png
154,Meganium,メガニウム,Grass,Herb,1.79999995231628,100.5,https://serebii.net/sunmoon/pokemon/154.png,https://serebii.net/Shiny/SM/154.png
155,Cyndaquil,ヒノアラシ,Fire,Fire Mouse,0.5,7.90000009536743,https://serebii.net/sunmoon/pokemon/155.png,https://serebii.net/Shiny/SM/155.png
156,Quilava,マグマラシ,Fire,Volcano,0.899999976158142,19.0,https://serebii.net/sunmoon/pokemon/156.png,https://serebii.net/Shiny/SM/156.png
157,Typhlosion,バクフーン,Fire,Volcano,1.70000004768372,79.5,https://serebii.net/sunmoon/pokemon/157.png,https://serebii.net/Shiny/SM/157.png
158,Totodile,ワニノコ,Water,Big Jaw,0.600000023841858,9.5,https://serebii.net/sunmoon/pokemon/158.png,https://serebii.net/Shiny/SM/158.png
159,Croconaw,アリゲイツ,Water,Big Jaw,1.10000002384186,25.0,https://serebii.net/sunmoon/pokemon/159.png,https://serebii.net/Shiny/SM/159.png
160,Feraligatr,オーダイル,Water,Big Jaw,2.29999995231628,88.8000030517578,https://serebii.net/sunmoon/pokemon/160.png,https://serebii.net/Shiny/SM/160.png
161,Sentret,オタチ,Normal,Scout,0.800000011920929,6.0,https://serebii.net/sunmoon/pokemon/161.png,https://serebii.net/Shiny/SM/161.png
162,Furret,オオタチ,Normal,Long Body,1.79999995231628,32.5,https://serebii.net/sunmoon/pokemon/162.png,https://serebii.net/Shiny/SM/162.png
163,Hoothoot,ホーホー,Normal/Flying,Owl,0.699999988079071,21.2000007629395,https://serebii.net/sunmoon/pokemon/163.png,https://serebii.net/Shiny/SM/163.png
164,Noctowl,ヨルノズク,Normal/Flying,Owl,1.60000002384186,40.7999992370606,https://serebii.net/sunmoon/pokemon/164.png,https://serebii.net/Shiny/SM/164.png
165,Ledyba,レディバ,Bug/Flying,Five Star,1.0,10.8000001907349,https://serebii.net/sunmoon/pokemon/165.png,https://serebii.net/Shiny/SM/165.png
166,Ledian,レディアン,Bug/Flying,Five Star,1.39999997615814,35.5999984741211,https://serebii.net/sunmoon/pokemon/166.png,https://serebii.net/Shiny/SM/166.png
167,Spinarak,イトマル,Bug/Poison,String Spit,0.5,8.5,https://serebii.net/sunmoon/pokemon/167.png,https://serebii.net/Shiny/SM/167.png
168,Ariados,アリアドス,Bug/Poison,Long Leg,1.10000002384186,33.5,https://serebii.net/sunmoon/pokemon/168.png,https://serebii.net/Shiny/SM/168.png
169,Crobat,クロバット,Poison/Flying,Bat,1.79999995231628,75.0,https://serebii.net/sunmoon/pokemon/169.png,https://serebii.net/Shiny/SM/169.png
170,Chinchou,チョンチー,Water/Electric,Angler,0.5,12.0,https://serebii.net/sunmoon/pokemon/170.png,https://serebii.net/Shiny/SM/170.png
171,Lanturn,ランターン,Water/Electric,Light,1.20000004768372,22.5,https://serebii.net/sunmoon/pokemon/171.png,https://serebii.net/Shiny/SM/171.png
172,Pichu,ピチュー,Electric,Tiny Mouse,0.300000011920929,2.0,https://serebii.net/sunmoon/pokemon/172.png,https://serebii.net/Shiny/SM/172.png
173,Cleffa,ピィ,Fairy,Star Shape,0.300000011920929,3.0,https://serebii.net/sunmoon/pokemon/173.png,https://serebii.net/Shiny/SM/173.png
174,Igglybuff,ププリン,Normal/Fairy,Balloon,0.300000011920929,1.0,https://serebii.net/sunmoon/pokemon/174.png,https://serebii.net/Shiny/SM/174.png
